 1  0.69  1
 2  0.00  1
 1  1.39  3
 1  2.56  1
 2  0.69  2
 1  2.48  2
 1  2.30  2
 2  1.61  2
 1  1.39  2
 2  2.56  2
 1  1.10  2
 1  2.30  2
 2  2.30  2
 2  2.56  2
 2  2.83  1
 1  1.10  2
 1  1.79  2
 2  3.30  2
 2  2.08  1
 2  1.10  2
 2  3.14  2
 2  1.95  3
 2  0.00  2
 2  3.47  2
 2  1.95  2
 2  3.43  2
 1  0.00  2
 2  2.94  2
 1  1.79  2
 1  0.69  2
 1  1.61  2
 1  0.69  2
 2  1.10  2
 2  1.39  3
 1  2.64  2
 2  0.00  2
 2  2.40  2
 1  2.71  3
 1  0.00  2
 1  0.00  3
 2  3.09  1
 1  2.40  2
 1  0.00  2
 1  1.95  1
 2  0.00  1
 2  2.83  1
 2  2.71  2
 2  1.10  2
 2  0.69  2
 2  1.39  2
 2  2.08  2
 1  2.30  2
 2  1.39  1
 1  1.95  1
 1  0.69  2
 1  1.61  2
 1  2.08  2
 1  1.10  2
 2  2.48  3
 2  2.77  1
 1  2.64  2
 2  2.71  2
 2  2.64  1
 1  1.39  2
 1  0.00  2
 1  1.79  2
 2  1.79  2
 2  1.61  2
 2  0.69  3
 2  3.04  2
 1  2.30  2
 1  0.00  2
 2  1.10  1
