 1  0.00  2
 2  0.00  2
 2  3.18  2
 1  3.14  2
 1  1.95  1
 1  2.83  3
 1  1.39  1
 1  0.69  2
 1  0.00  3
 2  2.08  2
 1  0.00  1
 2  2.48  1
 2  2.89  2
 1  2.89  2
 1  2.56  2
 1  0.00  2
 2  2.48  2
 2  4.06  1
 1  2.08  2
 2  3.22  2
 2  2.20  2
 1  1.39  2
 2  2.83  2
 2  0.00  2
 1  1.39  2
 1  1.61  2
 1  3.22  2
 1  0.69  2
 2  2.40  2
 2  1.95  1
 2  0.00  2
 1  2.48  1
 2  1.39  2
 2  1.79  2
 2  1.10  2
 2  2.30  1
 2  3.00  2
 2  3.14  2
 2  1.10  2
 2  1.79  2
 2  2.48  2
 2  3.09  2
 1  0.00  2
