 1  1.39  2
 2  0.69  2
 2  3.30  2
 2  0.00  2
 1  2.89  1
 1  0.00  3
 2  1.95  1
 1  2.83  2
 2  2.40  2
 1  0.00  2
 1  1.61  3
 2  0.00  1
 1  0.69  2
 2  0.69  2
 1  2.71  2
 2  2.71  2
 1  0.00  2
 2  2.20  1
 1  1.95  2
 1  1.39  2
 1  1.39  2
 1  1.61  2
 1  1.10  3
 1  1.10  1
 2  2.89  1
 1  2.40  2
 2  0.69  1
 2  3.58  2
 2  1.39  2
 1  2.30  2
 1  1.39  1
 1  0.69  2
 2  2.48  2
 1  1.61  3
 1  0.69  2
 1  1.10  2
 2  2.20  1
 2  1.95  3
 2  2.64  2
 2  2.40  2
 2  2.40  1
 2  2.71  1
 1  2.40  1
 1  2.20  3
 2  2.20  2
