 1  0.69  1
 1  0.00  2
 2  0.00  2
 2  2.40  1
 1  0.69  2
 1  2.30  2
 2  3.04  2
 1  2.48  2
 1  1.61  2
 1  1.95  3
 2  2.64  2
 2  1.79  2
 1  0.00  2
 2  1.10  2
 2  2.56  2
 2  1.61  2
 1  2.48  2
 1  0.00  3
 1  0.00  2
 1  1.61  1
 2  2.30  2
 1  2.08  2
 2  3.04  1
 2  0.69  2
 1  1.95  2
 1  0.00  2
 2  2.30  1
 1  1.39  2
 2  0.69  2
 1  1.95  3
 1  2.30  2
 1  1.79  3
 1  0.00  2
 1  2.08  1
 1  1.61  2
 2  1.79  2
 1  1.39  3
 1  1.10  2
 1  1.10  3
 1  1.61  2
 1  1.79  3
 2  1.61  2
 2  1.10  2
 1  1.10  2
 1  1.61  1
 1  2.08  1
 1  1.10  1
 2  2.20  2
 1  1.39  2
 1  0.69  2
 2  2.08  1
 2  2.56  1
 1  0.69  2
 2  1.10  2
