 2  2.08  1
 2  0.69  1
 2  2.08  2
 2  1.39  2
 2  2.20  2
 2  2.56  2
 1  2.77  1
 1  1.39  2
 1  2.30  2
 2  1.39  2
 2  2.94  1
 1  2.40  1
 2  3.40  2
 1  0.69  2
 1  1.61  3
 2  1.39  1
 1  3.04  2
 1  1.39  2
 1  0.00  2
 2  1.39  1
 1  1.39  2
 2  2.30  2
 1  1.79  1
 2  2.08  2
 2  1.79  2
 2  2.77  2
 2  2.08  2
 2  1.39  2
 1  2.20  3
 1  3.00  2
 2  3.26  2
 2  2.20  1
 2  2.56  2
 1  2.30  2
 1  2.94  1
 2  1.39  1
 1  0.00  2
 2  2.20  1
 2  2.89  1
 1  2.56  3
 1  2.08  1
 2  3.81  1
 1  1.39  2
 1  1.95  2
 2  3.61  2
 1  3.00  3
 1  1.39  3
 1  2.08  2
 1  2.20  2
 2  3.09  2
 2  2.20  2
 2  1.10  2
 2  3.18  2
 1  1.79  2
 2  0.69  2
 1  0.69  2
 1  1.95  2
 2  2.40  2
 2  1.95  1
 1  2.08  1
 1  3.33  2
 1  2.48  2
 1  1.79  2
 2  3.37  1
 2  3.53  2
 2  2.08  3
 1  1.61  2
 2  1.39  3
 2  1.10  1
 2  3.22  1
 1  1.79  2
 2  1.95  1
 1  3.69  2
 1  3.04  2
 2  3.14  2
 1  2.89  2
 1  2.56  1
 1  2.20  1
 1  1.61  1
 2  2.83  2
 1  1.39  2
 2  2.94  2
 2  3.14  2
 2  2.94  2
 1  1.39  2
 2  1.61  2
 2  1.95  1
 1  0.69  2
 2  2.40  2
 2  1.10  2
 2  2.64  1
