 2  3.87  1
 2  1.61  2
 2  0.69  2
 2  0.00  2
 2  2.71  2
 2  2.40  1
 2  1.39  2
 1  0.00  2
 1  1.95  3
 2  3.14  2
 2  3.85  2
 2  1.39  1
 2  0.69  2
 2  0.69  2
 2  2.40  2
 2  0.00  1
 1  1.39  2
 1  1.39  2
 1  1.95  2
 2  1.79  1
 2  2.40  1
 1  1.39  2
 1  2.40  1
 2  1.61  2
 2  1.95  2
 2  2.08  3
 2  1.10  1
 1  1.61  2
 1  2.40  1
 1  2.30  3
 1  1.10  1
 2  2.40  2
 1  0.69  3
 2  2.48  1
 2  2.64  2
 2  0.00  2
 1  2.48  2
 2  0.69  2
 1  2.94  1
 2  0.00  2
 2  2.40  2
 1  1.39  2
 2  3.56  2
 1  1.95  2
 1  0.69  2
 2  3.26  2
 2  2.56  2
 1  2.30  2
