 2  3.66  2
 2  2.64  3
 2  2.20  2
 2  3.58  2
 2  2.77  2
 2  1.10  2
 1  1.95  2
 2  3.14  1
 1  1.39  2
 1  0.00  3
 1  2.08  1
 2  1.39  2
 2  2.56  1
 2  1.10  2
 2  1.79  2
 2  2.48  2
 2  0.69  2
 1  0.00  1
 1  0.00  2
 2  1.39  2
 1  1.79  3
 1  1.10  2
 1  2.30  2
 2  2.08  2
 2  2.30  1
 1  0.69  2
 2  1.10  1
 1  0.69  2
 2  2.71  2
 2  2.83  1
 1  1.10  3
 1  2.40  2
 2  0.00  2
 1  0.69  2
 2  1.79  2
 2  1.39  3
 1  2.40  2
 1  1.10  2
 2  2.89  1
 2  3.56  2
 1  1.95  2
 1  2.83  2
 1  0.00  2
 2  3.00  2
 1  1.79  2
 1  3.04  2
 1  1.10  2
 1  0.00  2
 2  1.10  2
 2  3.22  2
 1  0.00  2
 2  1.10  2
